PETR4.SA,VALE5.SA,ITUB4.SA,BBDC4.SA,PETR3.SA,ABEV3.SA,VALE3.SA,ITSA4.SA,BBAS3.SA,B3SA3.SA,BRFS3.SA,CIEL3.SA,BBSE3.SA,CCRO3.SA,GGBR4.SA,BBDC3.SA,UGPA3.SA,CMIG4.SA,EMBR3.SA,PCAR4.SA,BRML3.SA,COGN3.SA,VIVT4.SA,SANB11.SA,JBSS3.SA,TIMS3.SA,LREN3.SA,CSNA3.SA,USIM5.SA,CTIP3.SA,NATU3.SA,HYPE3.SA,YDUQ3.SA,PDGR3.SA,BRPR3.SA,AEDU3.SA,SBSP3.SA,CRUZ3.SA,LAME4.SA,FIBR3.SA,CYRE3.SA,MRVE3.SA,SUZB5.SA,EGIE3.SA,ALLL3.SA,CSAN3.SA,RENT3.SA,HGTX3.SA,GFSA3.SA,OIBR4.SA,BRAP4.SA,BRKM5.SA,CPFE3.SA,QUAL3.SA,CESP6.SA,GOAU4.SA,ELET6.SA,MRFG3.SA,DXCO3.SA,ENBR3.SA,ECOR3.SA,GOLL4.SA,CPLE6.SA,RSID3.SA,KLBN4.SA,ELET3.SA,KLBN11.SA,EVEN3.SA,BISA3.SA,ELPL4.SA,LIGT3.SA,PRML3.SA,DASA3.SA
18.030000686645508,,16.114564895629883,13.241617202758789,16.549999237060547,16.528478622436523,34.0,5.457180976867676,27.559999465942383,4.576665878295898,45.709999084472656,14.219231605529785,,20.360000610351562,15.300000190734863,13.494178771972656,25.565000534057617,10.31600570678711,17.350000381469727,,16.85618782043457,6.402500152587891,,14.489999771118164,6.78000020980835,8.729999542236328,12.27238655090332,9.609999656677246,11.380000114440918,,,15.720000267028809,14.300000190734863,138110.328125,916.0,,30.933332443237305,,,,17.389999389648438,7.59099817276001,,27.88800048828125,,10.04056167602539,10.308462142944336,,230.16439819335938,619.0,22.726869583129883,13.619999885559082,19.927736282348633,20.760000228881836,,19.299999237060547,12.800000190734863,8.300000190734863,10.80964183807373,12.423608779907227,17.239999771118164,11.739999771118164,3.132999897003174,76.25,2.7720000743865967,6.927367210388184,,9.619999885559082,,,20.030000686645508,,11.497424125671387
17.700000762939453,,15.82769775390625,13.092658996582031,16.15999984741211,16.406490325927734,33.25,5.362364768981934,27.56999969482422,4.46999979019165,45.209999084472656,14.250577926635742,,20.299999237060547,14.960000038146973,13.459078788757324,25.774999618530273,10.228994369506836,17.399999618530273,,16.354515075683594,6.465000152587891,,14.229999542236328,6.519999980926514,8.569999694824219,12.014936447143555,8.850000381469727,10.899999618530273,,,15.430000305175781,14.533332824707031,130437.53125,886.7999877929688,,30.933332443237305,,,,17.1200008392334,7.709181785583496,,28.552000045776367,,9.911693572998047,10.250871658325195,,218.78744506835938,616.0,22.372730255126953,13.569999694824219,19.79538917541504,21.0,,18.729999542236328,12.260000228881836,8.0,10.661748886108398,12.226408958435059,17.450000762939453,10.859999656677246,3.117000102996826,77.75,2.740000009536743,6.687458038330078,,9.3100004196167,,,19.59000015258789,,11.46743106842041
18.0,,15.855018615722656,13.249457359313965,16.600000381469727,15.960531234741211,35.349998474121094,5.362364768981934,27.049999237060547,4.579999923706055,45.400001525878906,14.315682411193848,,20.889999389648438,14.960000038146973,13.845184326171875,25.75,10.1898193359375,16.899999618530273,,16.321069717407227,6.425000190734863,,14.390000343322754,6.5,8.649999618530273,12.036253929138184,8.899999618530273,11.109999656677246,,,15.399999618530273,14.616665840148926,123216.078125,892.0,,31.0,,,,17.469999313354492,7.900093078613281,,28.464000701904297,,9.94057846069336,10.193283081054688,,233.6649932861328,598.0,23.54138946533203,14.109999656677246,20.145164489746094,20.5,,18.899999618530273,12.100000381469727,8.029999732971191,10.749139785766602,12.3250093460083,17.280000686645508,11.260000228881836,3.194000005722046,84.75,2.815999984741211,6.607489109039307,,9.520000457763672,,,20.15999984741211,,11.40744400024414
17.709999084472656,,15.404230117797852,12.990739822387695,16.280000686645508,16.060522079467773,34.189998626708984,5.225409030914307,26.440000534057617,4.559999942779541,44.97999954223633,14.262635231018066,,20.5,14.779999732971191,13.583881378173828,25.545000076293945,10.159393310546875,16.799999237060547,,15.986621856689453,6.375,,14.140000343322754,6.449999809265137,8.510000228881836,11.754204750061035,8.619999885559082,11.010000228881836,,,15.300000190734863,14.470000267028809,120959.3671875,885.5999755859375,,31.0,,,,17.600000381469727,8.172822952270508,,27.496000289916992,,9.933913230895996,10.250871658325195,,234.54014587402344,602.0,22.788843154907227,14.149999618530273,20.00336456298828,19.799999237060547,,18.600000381469727,11.899999618530273,7.820000171661377,10.695361137390137,12.058789253234863,16.959999084472656,10.859999656677246,3.1589999198913574,85.0,2.7679998874664307,6.447548866271973,,9.539999961853027,,,20.450000762939453,,11.42743968963623
17.799999237060547,,15.399676322937012,13.057378768920898,16.31999969482422,16.076520919799805,34.560001373291016,5.235943794250488,26.579999923706055,4.570000171661377,44.5099983215332,14.4772367477417,,20.270000457763672,15.149999618530273,13.384978294372559,25.100000381469727,10.159393310546875,17.139999389648438,,15.892975807189941,6.447500228881836,,14.109999656677246,6.409999847412109,8.539999961853027,12.028055191040039,8.430000305175781,11.109999656677246,,,15.550000190734863,14.600000381469727,129986.1875,876.0,,31.376665115356445,,,,18.1299991607666,8.472826957702637,,27.663999557495117,,9.865035057067871,10.222078323364258,,246.792236328125,593.0,23.019033432006836,14.5,20.078990936279297,19.700000762939453,,19.219999313354492,11.949999809265137,7.920000076293945,10.957534790039062,12.354589462280273,16.8799991607666,11.149999618530273,3.430000066757202,90.0,2.8580000400543213,6.4675421714782715,,9.75,,,19.850000381469727,,11.647390365600586
17.3700008392334,,15.390568733215332,12.802581787109375,16.0,16.010526657104492,34.70000076293945,5.230677127838135,27.020000457763672,4.5,45.79999923706055,14.638792037963867,,20.639999389648438,14.779999732971191,13.275775909423828,25.0,10.050617218017578,17.469999313354492,,15.585284233093262,6.4375,,14.069999694824219,6.690000057220459,8.5600004196167,12.216633796691895,8.329999923706055,11.15999984741211,,,15.84000015258789,14.729999542236328,131340.21875,876.4000244140625,,31.049999237060547,,,,18.350000381469727,8.481918334960938,,27.920000076293945,,9.865035057067871,10.247993469238281,,264.29522705078125,584.0,22.974767684936523,14.65999984741211,20.23024559020996,19.639999389648438,,18.68000030517578,11.5,7.630000114440918,10.80964183807373,12.423608779907227,17.100000381469727,11.539999961853027,3.3480000495910645,89.25,2.884000062942505,6.297605991363525,,9.859999656677246,,,19.799999237060547,,11.557411193847656
18.149999618530273,,15.754842758178711,13.214177131652832,16.850000381469727,16.06852149963379,36.189998626708984,5.35709810256958,27.59000015258789,4.486666202545166,45.13999938964844,15.08005428314209,,20.329999923706055,14.970000267028809,13.576080322265625,25.475000381469727,10.324711799621582,17.850000381469727,,15.973243713378906,6.5,,14.220000267028809,6.650000095367432,8.6899995803833,12.029694557189941,8.470000267028809,11.119999885559082,,,15.84000015258789,14.583333015441895,130888.8671875,876.0,,31.066665649414062,,,,18.149999618530273,8.263733863830566,,29.040000915527344,,9.94057846069336,10.155850410461426,,259.91949462890625,594.0,24.258520126342773,15.199999809265137,20.476032257080078,19.290000915527344,,18.889999389648438,11.430000305175781,7.820000171661377,10.910477638244629,12.670108795166016,17.100000381469727,11.210000038146973,3.380000114440918,91.5,2.881999969482422,6.287610054016113,,9.850000381469727,,,19.799999237060547,,11.947322845458984
18.420000076293945,,15.991621017456055,13.52385425567627,17.0,16.126516342163086,35.0,5.436110973358154,28.18000030517578,4.630000114440918,45.20000076293945,15.215084075927734,,20.450000762939453,14.899999618530273,13.813983917236328,25.834999084472656,10.59010124206543,18.010000228881836,,16.14046859741211,6.612500190734863,,14.510000228881836,6.659999847412109,8.609999656677246,12.11004638671875,8.4399995803833,11.199999809265137,,,16.360000610351562,14.850000381469727,131340.21875,896.0,,31.366666793823242,,,,18.1200008392334,8.891014099121094,,28.799999237060547,,10.1094388961792,10.034913063049316,,266.9206848144531,590.0,23.302345275878906,15.699999809265137,20.51384735107422,19.3700008392334,,18.729999542236328,11.369999885559082,7.679999828338623,11.159208297729492,12.147528648376465,17.09000015258789,11.319999694824219,3.3949999809265137,91.75,2.9059998989105225,6.24762487411499,,9.960000038146973,,,20.200000762939453,,11.99731159210205
17.989999771118164,,16.05081558227539,13.508173942565918,16.610000610351562,15.836543083190918,34.13999938964844,5.467716217041016,28.31999969482422,4.536665916442871,46.88999938964844,15.046296119689941,,20.239999771118164,14.859999656677246,13.930985450744629,25.729999542236328,10.342123031616211,17.989999771118164,,15.752508163452148,6.599999904632568,,14.5600004196167,6.5,8.640000343322754,11.937865257263184,8.1899995803833,10.970000267028809,,,16.0,14.833333015441895,127278.140625,875.2000122070312,,30.600000381469727,,,,18.18000030517578,8.600101470947266,,28.559999465942383,,9.853925704956055,9.798796653747559,,261.6697692871094,564.0,22.602920532226562,15.25,20.324779510498047,19.329999923706055,,18.75,11.09000015258789,7.46999979019165,11.091983795166016,11.753129005432129,16.950000762939453,11.460000038146973,3.4000000953674316,91.5,2.8239998817443848,6.197644233703613,,9.720000267028809,,,19.549999237060547,,11.747367858886719
17.959999084472656,,15.754842758178711,13.406254768371582,16.40999984741211,15.65855884552002,34.58000183105469,5.37290096282959,28.350000381469727,4.400000095367432,46.16999816894531,15.166858673095703,,19.780000686645508,14.510000228881836,13.852984428405762,25.71500015258789,10.228994369506836,17.559999465942383,,15.1973237991333,6.599999904632568,,14.449999809265137,6.380000114440918,8.520000457763672,11.716489791870117,8.180000305175781,10.979999542236328,,,15.979999542236328,14.616665840148926,121862.0546875,853.5999755859375,,30.833332061767578,,,,18.149999618530273,8.40919017791748,,28.687999725341797,,9.682843208312988,9.746967315673828,,257.2940368652344,541.0,23.019033432006836,15.220000267028809,20.135711669921875,18.739999771118164,,18.399999618530273,11.0,7.369999885559082,10.930645942687988,11.437607765197754,16.850000381469727,11.579999923706055,3.4100000858306885,89.0,2.752000093460083,6.077690124511719,,9.920000076293945,,,19.209999084472656,,11.807354927062988
17.229999542236328,,15.413335800170898,13.006420135498047,15.649999618530273,15.21660041809082,32.459999084472656,5.262281894683838,27.850000381469727,4.366665840148926,45.54999923706055,15.08005428314209,,19.3799991607666,13.949999809265137,13.657981872558594,25.200000762939453,10.215935707092285,16.799999237060547,,14.715719223022461,6.612500190734863,,14.380000114440918,6.019999980926514,8.399999618530273,11.547588348388672,7.829999923706055,10.289999961853027,,,15.350000381469727,14.366665840148926,115994.6171875,838.0,,30.083332061767578,,,,17.649999618530273,7.981912136077881,,28.68000030517578,,9.398446083068848,9.559802055358887,,247.66738891601562,523.0,21.575918197631836,14.59000015258789,19.975004196166992,17.90999984741211,,17.850000381469727,10.390000343322754,6.550000190734863,10.413020133972168,11.408027648925781,16.440000534057617,11.329999923706055,3.3380000591278076,85.25,2.7060000896453857,5.6078691482543945,,9.449999809265137,,,18.809999465942383,,11.347457885742188
17.700000762939453,,15.800376892089844,13.245536804199219,15.949999809265137,15.546568870544434,33.20000076293945,5.37290096282959,28.149999618530273,4.416666030883789,46.20000076293945,15.190972328186035,,19.690000534057617,14.510000228881836,13.950485229492188,26.0,10.31600570678711,16.850000381469727,,15.050167083740234,6.582499980926514,,14.600000381469727,6.110000133514404,8.529999732971191,11.819798469543457,7.679999828338623,10.5,,,15.65999984741211,14.666666030883789,116897.3046875,864.0,,30.996665954589844,,,,17.68000030517578,8.072821617126465,,28.95199966430664,,9.893918991088867,9.643306732177734,,235.415283203125,549.0,22.000885009765625,14.779999732971191,20.353139877319336,18.5,,18.40999984741211,10.399999618530273,6.28000020980835,10.655027389526367,11.713688850402832,16.829999923706055,12.069999694824219,3.369999885559082,86.25,2.752000093460083,5.627861022949219,,9.40999984741211,,,19.030000686645508,,11.897334098815918
17.170000076293945,,15.413335800170898,12.759462356567383,15.449999809265137,15.540570259094238,32.459999084472656,5.235943794250488,27.600000381469727,4.269999980926514,46.20000076293945,15.113810539245605,,19.5,14.699999809265137,13.162674903869629,25.950000762939453,10.311653137207031,16.010000228881836,,15.35116958618164,6.497499942779541,,14.300000190734863,5.929999828338623,8.40999984741211,11.790281295776367,7.699999809265137,10.199999809265137,,,15.109999656677246,14.600000381469727,110578.53125,870.0,,30.600000381469727,,,,17.3700008392334,7.909183979034424,,28.24799919128418,,9.665067672729492,9.588597297668457,,221.4128875732422,544.0,21.859228134155273,14.199999809265137,20.088443756103516,18.219999313354492,,18.709999084472656,10.100000381469727,5.940000057220459,10.4197416305542,11.723548889160156,16.8799991607666,11.550000190734863,3.385999917984009,83.25,2.6679999828338623,5.347967147827148,,9.199999809265137,,,18.829999923706055,,11.727373123168945
17.81999969482422,,14.885139465332031,12.516425132751465,16.09000015258789,15.618562698364258,31.899999618530273,5.06211519241333,26.829999923706055,4.313333034515381,47.900001525878906,15.272954940795898,,19.530000686645508,15.300000190734863,13.006672859191895,26.875,10.5726900100708,16.530000686645508,,15.779264450073242,6.425000190734863,,14.289999961853027,6.110000133514404,8.34000015258789,11.71812915802002,7.820000171661377,10.369999885559082,,,15.449999809265137,14.466666221618652,109224.5078125,872.0,,30.773332595825195,,,,17.34000015258789,7.7728190422058105,,28.535999298095703,,10.062780380249023,9.562682151794434,,230.16439819335938,530.0,21.841522216796875,14.600000381469727,20.23024559020996,18.549999237060547,,19.329999923706055,9.899999618530273,6.340000152587891,10.4197416305542,11.605228424072266,17.100000381469727,12.789999961853027,3.450000047683716,85.25,2.686000108718872,5.218017101287842,,9.329999923706055,,,19.520000457763672,,11.397445678710938
